Year,Category,Nominee,Additional Info
1999,Foreign Language Film,Children of Heaven,NONE
1999,Foreign Language Film,The Grandfather,NONE
1999,Foreign Language Film,Life Is Beautiful,NONE
1999,Foreign Language Film,Tango,NONE
1999,Makeup and Hairstyling,Elizabeth,NONE
1999,Makeup and Hairstyling,Saving Private Ryan,NONE
1999,Makeup and Hairstyling,Shakespeare in Love,NONE
1999,Production Design,Elizabeth,NONE
1999,Production Design,Pleasantville,NONE
1999,Production Design,Saving Private Ryan,NONE
1999,Production Design,Shakespeare in Love,NONE
1999,Production Design,What Dreams May Come,NONE
1999,Score,Elizabeth,NONE
1999,Score,Life Is Beautiful,NONE
1999,Score,Pleasantville,NONE
1999,Score,Saving Private Ryan,NONE
1999,Score,The Thin Red Line,NONE
1999,Score,A Bug's Life,NONE
1999,Score,Mulan,NONE
1999,Score,Patch Adams,NONE
1999,Score,The Prince of Egypt,NONE
1999,Score,Shakespeare in Love,NONE
1999,Score,Armageddon,NONE
1999,Score,Quest for Camelot,NONE
1999,Score,The Horse Whisperer,NONE
1999,Score,Babe Pig in the City,NONE
1999,Score,The Prince of Egypt,NONE
1999,Screenplay - Adapted,Gods and Monsters,NONE
1999,Screenplay - Adapted,Out of Sight,NONE
1999,Screenplay - Adapted,Primary Colors,NONE
1999,Screenplay - Adapted,A Simple Plan,NONE
1999,Screenplay - Adapted,The Thin Red Line,NONE
1999,Screenplay - Original,Bulworth,NONE
1999,Screenplay - Original,Life Is Beautiful,NONE
1999,Screenplay - Original,Saving Private Ryan,NONE
1999,Screenplay - Original,Shakespeare in Love,NONE
1999,Screenplay - Original,The Truman Show,NONE
1999,Visual Effects,Armageddon,NONE
1999,Visual Effects,Mighty Joe Young,NONE
1999,Visual Effects,What Dreams May Come,NONE
1999,Filler Data,Filler Data,NONE
1998,Actor - Leading Role,Matt Damon,Good Will Hunting
1998,Actor - Leading Role,Robert Duvall,The Apostle
1998,Actor - Leading Role,Peter Fonda,Ulee's Gold
1998,Actor - Leading Role,Dustin Hoffman,Wag the Dog
1998,Actor - Leading Role,Jack Nicholson,As Good as It Gets
1998,Actor - Supporting Role,Robert Forster,Jackie Brown
1998,Actor - Supporting Role,Anthony Hopkins,Amistad
1998,Actor - Supporting Role,Greg Kinnear,As Good as It Gets
1998,Actor - Supporting Role,Burt Reynolds,Boogie Nights
1998,Actor - Supporting Role,Robin Williams,Good Will Hunting
1998,Actress - Leading Role,Helena Bonham Carter,The Wings of the Dove
1998,Actress - Leading Role,Julie Christie,Afterglow
1998,Actress - Leading Role,Judi Dench,Mrs Brown
1998,Actress - Leading Role,Helen Hunt,As Good as It Gets
1998,Actress - Leading Role,Kate Winslet,Titanic
1998,Actress - Supporting Role,Kim Basinger,LA Confidential
1998,Actress - Supporting Role,Joan Cusack,In Out
1998,Actress - Supporting Role,Minnie Driver,Good Will Hunting
1998,Actress - Supporting Role,Julianne Moore,Boogie Nights
1998,Actress - Supporting Role,Gloria Stuart,Titanic
1998,Best Picture,As Good as It Gets,NONE
1998,Best Picture,The Full Monty,NONE
1998,Best Picture,Good Will Hunting,NONE
1998,Best Picture,LA Confidential,NONE
1998,Best Picture,Titanic,NONE
1998,Cinematography,Amistad,NONE
1998,Cinematography,Kundun,NONE
1998,Cinematography,LA Confidential,NONE
1998,Cinematography,Titanic,NONE
1998,Cinematography,The Wings of the Dove,NONE
1998,Costume Design,Amistad,NONE
1998,Costume Design,Kundun,NONE
1998,Costume Design,Oscar and Lucinda,NONE
1998,Costume Design,Titanic,NONE
1998,Costume Design,The Wings of the Dove,NONE
1998,Director,The Full Monty,NONE
1998,Director,Good Will Hunting,NONE
1998,Director,LA Confidential,NONE
1998,Director,The Sweet Hereafter,NONE
1998,Director,Titanic,NONE
1998,Documentary,Ayn Rand A Sense of Life,NONE
1998,Documentary,Colors Straight Up,NONE
1998,Documentary,4 Little Girls,NONE
1998,Documentary,The Long Way Home,NONE
1998,Documentary,Waco The Rules of Engagement,NONE
1998,Documentary,Alaska Spirit of the Wild,NONE
1998,Documentary,Amazon,NONE
1998,Documentary,Daughter of the Bride,NONE
1998,Documentary,Still Kicking The Fabulous Palm Springs Follies,NONE
1998,Documentary,A Story of Healing,NONE
1998,Film Editing,Air Force One,NONE
1998,Film Editing,As Good as It Gets,NONE
1998,Film Editing,Good Will Hunting,NONE
1998,Film Editing,LA Confidential,NONE
1998,Film Editing,Titanic,NONE
1998,Foreign Language Film,Beyond Silence,NONE
1998,Foreign Language Film,Character,NONE
1998,Foreign Language Film,Four Days in September,NONE
1998,Foreign Language Film,Secrets of the Heart,NONE
1998,Foreign Language Film,The Thief,NONE
1998,Makeup and Hairstyling,Men in Black,NONE
1998,Makeup and Hairstyling,Mrs Brown,NONE
1998,Makeup and Hairstyling,Titanic,NONE
1998,Production Design,Gattaca,NONE
1998,Production Design,Kundun,NONE
1998,Production Design,LA Confidential,NONE
1998,Production Design,Men in Black,NONE
1998,Production Design,Titanic,NONE
1998,Score,Amistad,NONE
1998,Score,Good Will Hunting,NONE
1998,Score,Kundun,NONE
1998,Score,LA Confidential,NONE
1998,Score,Titanic,NONE
1998,Score,Anastasia,NONE
1998,Score,As Good as It Gets,NONE
1998,Score,The Full Monty,NONE
1998,Score,Men in Black,NONE
1998,Score,My Best Friend's Wedding,NONE
1998,Score,Hercules,NONE
1998,Score,Con Air,NONE
1998,Score,Anastasia,NONE
1998,Score,Good Will Hunting,NONE
1998,Score,Titanic,NONE
1998,Screenplay - Adapted,Donnie Brasco,NONE
1998,Screenplay - Adapted,LA Confidential,NONE
1998,Screenplay - Adapted,The Sweet Hereafter,NONE
1998,Screenplay - Adapted,Wag the Dog,NONE
1998,Screenplay - Adapted,The Wings of the Dove,NONE
1998,Screenplay - Original,As Good as It Gets,NONE
1998,Screenplay - Original,Boogie Nights,NONE
1998,Screenplay - Original,Deconstructing Harry,NONE
1998,Screenplay - Original,The Full Monty,NONE
1998,Screenplay - Original,Good Will Hunting,NONE
1998,Visual Effects,The Lost World Jurassic Park,NONE
1998,Visual Effects,Starship Troopers,NONE
1998,Visual Effects,Titanic,NONE
1998,Filler Data,Filler Data,NONE
1997,Actor - Leading Role,Tom Cruise,Jerry Maguire
1997,Actor - Leading Role,Ralph Fiennes,The English Patient
1997,Actor - Leading Role,Woody Harrelson,The People vs Larry Flynt
1997,Actor - Leading Role,Geoffrey Rush,Shine
1997,Actor - Leading Role,Billy Bob Thornton,Sling Blade
1997,Actor - Supporting Role,Cuba Gooding Jr,Jerry Maguire
1997,Actor - Supporting Role,William H Macy,Fargo
1997,Actor - Supporting Role,Armin Mueller Stahl,Shine
1997,Actor - Supporting Role,Edward Norton,Primal Fear
1997,Actor - Supporting Role,James Woods,Ghosts of Mississippi
1997,Actress - Leading Role,Brenda Blethyn,Secrets Lies
1997,Actress - Leading Role,Diane Keaton,Marvin's Room
1997,Actress - Leading Role,Frances McDormand,Fargo
1997,Actress - Leading Role,Kristin Scott Thomas,The English Patient
1997,Actress - Leading Role,Emily Watson,Breaking the Waves
1997,Actress - Supporting Role,Joan Allen,The Crucible
1997,Actress - Supporting Role,Lauren Bacall,The Mirror Has Two Faces
1997,Actress - Supporting Role,Juliette Binoche,The English Patient
1997,Actress - Supporting Role,Barbara Hershey,The Portrait of a Lady
1997,Actress - Supporting Role,Marianne Jean Baptiste,Secrets Lies
1997,Best Picture,The English Patient,NONE
1997,Best Picture,Fargo,NONE
1997,Best Picture,Jerry Maguire,NONE
1997,Best Picture,Secrets Lies,NONE
1997,Best Picture,Shine,NONE
1997,Cinematography,The English Patient,NONE
1997,Cinematography,Evita,NONE
1997,Cinematography,Fargo,NONE
1997,Cinematography,Fly Away Home,NONE
1997,Cinematography,Michael Collins,NONE
1997,Costume Design,Angels and Insects,NONE
1997,Costume Design,Emma,NONE
1997,Costume Design,The English Patient,NONE
1997,Costume Design,Hamlet,NONE
1997,Costume Design,The Portrait of a Lady,NONE
1997,Director,The English Patient,NONE
1997,Director,Fargo,NONE
1997,Director,The People vs Larry Flynt,NONE
1997,Director,Secrets Lies,NONE
1997,Director,Shine,NONE
1997,Documentary,The Line King The Al Hirschfeld Story,NONE
1997,Documentary,Mandela,NONE
1997,Documentary,Suzanne Farrell Elusive Muse,NONE
1997,Documentary,Tell the Truth and Run George Seldes and the American Press,NONE
1997,Documentary,When We Were Kings,NONE
1997,Documentary,Breathing Lessons The Life and Work of Mark O'Brien,NONE
1997,Documentary,Cosmic Voyage,NONE
1997,Documentary,An Essay on Matisse,NONE
1997,Documentary,Special Effects,NONE
1997,Documentary,The Wild Bunch An Album in Montage,NONE
1997,Film Editing,The English Patient,NONE
1997,Film Editing,Evita,NONE
1997,Film Editing,Fargo,NONE
1997,Film Editing,Jerry Maguire,NONE
1997,Film Editing,Shine,NONE
1997,Foreign Language Film,A Chef in Love,NONE
1997,Foreign Language Film,Kolya,NONE
1997,Foreign Language Film,The Other Side of Sunday,NONE
1997,Foreign Language Film,Prisoner of the Mountains,NONE
1997,Foreign Language Film,Ridicule,NONE
1997,Makeup and Hairstyling,Ghosts of Mississippi,NONE
1997,Makeup and Hairstyling,The Nutty Professor,NONE
1997,Makeup and Hairstyling,Star Trek First Contact,NONE
1997,Production Design,The Birdcage,NONE
1997,Production Design,The English Patient,NONE
1997,Production Design,Evita,NONE
1997,Production Design,Hamlet,NONE
1997,Production Design,William Shakespeare's Romeo Juliet,NONE
1997,Score,The English Patient,NONE
1997,Score,Hamlet,NONE
1997,Score,Michael Collins,NONE
1997,Score,Shine,NONE
1997,Score,Sleepers,NONE
1997,Score,Emma,NONE
1997,Score,The First Wives Club,NONE
1997,Score,The Hunchback of Notre Dame,NONE
1997,Score,James and the Giant Peach,NONE
1997,Score,The Preacher's Wife,NONE
1997,Score,Up Close and Personal,NONE
1997,Score,One Fine Day,NONE
1997,Score,The Mirror Has Two Faces,NONE
1997,Score,That Thing You Do!,NONE
1997,Score,Evita,NONE
1997,Screenplay - Adapted,The Crucible,NONE
1997,Screenplay - Adapted,The English Patient,NONE
1997,Screenplay - Adapted,Hamlet,NONE
1997,Screenplay - Adapted,Sling Blade,NONE
1997,Screenplay - Adapted,Trainspotting,NONE
1997,Screenplay - Original,Fargo,NONE
1997,Screenplay - Original,Jerry Maguire,NONE
1997,Screenplay - Original,Lone Star,NONE
1997,Screenplay - Original,Secrets Lies,NONE
1997,Screenplay - Original,Shine,NONE
1997,Visual Effects,Dragonheart,NONE
1997,Visual Effects,Independence Day,NONE
1997,Visual Effects,Twister,NONE
1997,Filler Data,Filler Data,NONE
1996,Actor - Leading Role,Nicolas Cage,Leaving Las Vegas
1996,Actor - Leading Role,Richard Dreyfuss,Mr Holland's Opus
1996,Actor - Leading Role,Anthony Hopkins,Nixon
1996,Actor - Leading Role,Sean Penn,Dead Man Walking
1996,Actor - Leading Role,Massimo Troisi,The Postman
1996,Actor - Supporting Role,James Cromwell,Babe
1996,Actor - Supporting Role,Ed Harris,Apollo 13
1996,Actor - Supporting Role,Brad Pitt,12 Monkeys
1996,Actor - Supporting Role,Tim Roth,Rob Roy
1996,Actor - Supporting Role,Kevin Spacey,The Usual Suspects
1996,Actress - Leading Role,Susan Sarandon,Dead Man Walking
1996,Actress - Leading Role,Elisabeth Shue,Leaving Las Vegas
1996,Actress - Leading Role,Sharon Stone,Casino
1996,Actress - Leading Role,Meryl Streep,The Bridges of Madison County
1996,Actress - Leading Role,Emma Thompson,Sense and Sensibility
1996,Actress - Supporting Role,Joan Allen,Nixon
1996,Actress - Supporting Role,Kathleen Quinlan,Apollo 13
1996,Actress - Supporting Role,Mira Sorvino,Mighty Aphrodite
1996,Actress - Supporting Role,Mare Winningham,Georgia
1996,Actress - Supporting Role,Kate Winslet,Sense and Sensibility
1996,Best Picture,Apollo 13,NONE
1996,Best Picture,Babe,NONE
1996,Best Picture,Braveheart,NONE
1996,Best Picture,The Postman,NONE
1996,Best Picture,Sense and Sensibility,NONE
1996,Cinematography,Batman Forever,NONE
1996,Cinematography,Braveheart,NONE
1996,Cinematography,A Little Princess,NONE
1996,Cinematography,Sense and Sensibility,NONE
1996,Cinematography,Shanghai Triad,NONE
1996,Costume Design,Braveheart,NONE
1996,Costume Design,Restoration,NONE
1996,Costume Design,Richard III,NONE
1996,Costume Design,Sense and Sensibility,NONE
1996,Costume Design,12 Monkeys,NONE
1996,Director,Babe,NONE
1996,Director,Braveheart,NONE
1996,Director,Dead Man Walking,NONE
1996,Director,Leaving Las Vegas,NONE
1996,Director,The Postman,NONE
1996,Documentary,Anne Frank Remembered,NONE
1996,Documentary,The Battle over Citizen Kane,NONE
1996,Documentary,Fiddlefest Roberta Tzavaras and Her East Harlem Violin Program,NONE
1996,Documentary,Hank Aaron Chasing the Dream,NONE
1996,Documentary,Troublesome Creek A Midwestern,NONE
1996,Documentary,Jim Dine A Self Portrait on the Walls,NONE
1996,Documentary,The Living Sea,NONE
1996,Documentary,Never Give Up The 20th Century Odyssey of Herbert Zipper,NONE
1996,Documentary,One Survivor Remembers,NONE
1996,Documentary,The Shadow of Hate,NONE
1996,Film Editing,Apollo 13,NONE
1996,Film Editing,Babe,NONE
1996,Film Editing,Braveheart,NONE
1996,Film Editing,Crimson Tide,NONE
1996,Film Editing,Seven,NONE
1996,Foreign Language Film,All Things Fair,NONE
1996,Foreign Language Film,Antonia's Line,NONE
1996,Foreign Language Film,Dust of Life,NONE
1996,Foreign Language Film,O Quatrilho,NONE
1996,Foreign Language Film,The Star Maker,NONE
1996,Makeup and Hairstyling,Braveheart,NONE
1996,Makeup and Hairstyling,My Family Mi Familia,NONE
1996,Makeup and Hairstyling,Roommates,NONE
1996,Production Design,Apollo 13,NONE
1996,Production Design,Babe,NONE
1996,Production Design,A Little Princess,NONE
1996,Production Design,Restoration,NONE
1996,Production Design,Richard III,NONE
1996,Score,Apollo 13,NONE
1996,Score,Braveheart,NONE
1996,Score,Nixon,NONE
1996,Score,The Postman,NONE
1996,Score,Sense and Sensibility,NONE
1996,Score,The American President,NONE
1996,Score,Pocahontas,NONE
1996,Score,Sabrina,NONE
1996,Score,Toy Story,NONE
1996,Score,Unstrung Heroes,NONE
1996,Score,Pocahontas,NONE
1996,Score,Dead Man Walking,NONE
1996,Score,Don Juan DeMarco,NONE
1996,Score,Sabrina,NONE
1996,Score,Toy Story,NONE
1996,Screenplay - Adapted,Apollo 13,NONE
1996,Screenplay - Adapted,Babe,NONE
1996,Screenplay - Adapted,Leaving Las Vegas,NONE
1996,Screenplay - Adapted,The Postman,NONE
1996,Screenplay - Adapted,Sense and Sensibility,NONE
1996,Screenplay - Original,Braveheart,NONE
1996,Screenplay - Original,Mighty Aphrodite,NONE
1996,Screenplay - Original,Nixon,NONE
1996,Screenplay - Original,Toy Story,NONE
1996,Screenplay - Original,The Usual Suspects,NONE
1996,Visual Effects,Apollo 13,NONE
1996,Visual Effects,Babe,NONE
1996,Filler Data,Filler Data,NONE
1995,Actor - Leading Role,Morgan Freeman,The Shawshank Redemption
1995,Actor - Leading Role,Tom Hanks,Forrest Gump
1995,Actor - Leading Role,Nigel Hawthorne,The Madness of King George
1995,Actor - Leading Role,Paul Newman,Nobody's Fool
1995,Actor - Leading Role,John Travolta,Pulp Fiction
1995,Actor - Supporting Role,Samuel L Jackson,Pulp Fiction
1995,Actor - Supporting Role,Martin Landau,Ed Wood
1995,Actor - Supporting Role,Chazz Palminteri,Bullets over Broadway
1995,Actor - Supporting Role,Paul Scofield,Quiz Show
1995,Actor - Supporting Role,Gary Sinise,Forrest Gump
1995,Actress - Leading Role,Jodie Foster,Nell
1995,Actress - Leading Role,Jessica Lange,Blue Sky
1995,Actress - Leading Role,Miranda Richardson,Tom Viv
1995,Actress - Leading Role,Winona Ryder,Little Women
1995,Actress - Leading Role,Susan Sarandon,The Client
1995,Actress - Supporting Role,Rosemary Harris,Tom Viv
1995,Actress - Supporting Role,Helen Mirren,The Madness of King George
1995,Actress - Supporting Role,Uma Thurman,Pulp Fiction
1995,Actress - Supporting Role,Jennifer Tilly,Bullets over Broadway
1995,Actress - Supporting Role,Dianne Wiest,Bullets over Broadway
1995,Best Picture,Forrest Gump,NONE
1995,Best Picture,Four Weddings and a Funeral,NONE
1995,Best Picture,Pulp Fiction,NONE
1995,Best Picture,Quiz Show,NONE
1995,Best Picture,The Shawshank Redemption,NONE
1995,Cinematography,Forrest Gump,NONE
1995,Cinematography,Legends of the Fall,NONE
1995,Cinematography,Red,NONE
1995,Cinematography,The Shawshank Redemption,NONE
1995,Cinematography,Wyatt Earp,NONE
1995,Costume Design,The Adventures of Priscilla Queen of the Desert,NONE
1995,Costume Design,Bullets over Broadway,NONE
1995,Costume Design,Little Women,NONE
1995,Costume Design,Maverick,NONE
1995,Costume Design,Queen Margot,NONE
1995,Director,Bullets over Broadway,NONE
1995,Director,Forrest Gump,NONE
1995,Director,Pulp Fiction,NONE
1995,Director,Quiz Show,NONE
1995,Director,Red,NONE
1995,Documentary,Complaints of a Dutiful Daughter,NONE
1995,Documentary,D Day Remembered,NONE
1995,Documentary,Freedom on My Mind,NONE
1995,Documentary,A Great Day in Harlem,NONE
1995,Documentary,Maya Lin A Strong Clear Vision,NONE
1995,Documentary,Blues Highway,NONE
1995,Documentary,89mm od Europy,NONE
1995,Documentary,School of the Americas Assassins,NONE
1995,Documentary,Straight from the Heart,NONE
1995,Documentary,A Time for Justice,NONE
1995,Film Editing,Forrest Gump,NONE
1995,Film Editing,Hoop Dreams,NONE
1995,Film Editing,Pulp Fiction,NONE
1995,Film Editing,The Shawshank Redemption,NONE
1995,Film Editing,Speed,NONE
1995,Foreign Language Film,Before the Rain,NONE
1995,Foreign Language Film,Burnt by the Sun,NONE
1995,Foreign Language Film,Eat Drink Man Woman,NONE
1995,Foreign Language Film,Farinelli Il Castrato,NONE
1995,Foreign Language Film,Strawberry and Chocolate,NONE
1995,Makeup and Hairstyling,Ed Wood,NONE
1995,Makeup and Hairstyling,Forrest Gump,NONE
1995,Makeup and Hairstyling,Mary Shelley's Frankenstein,NONE
1995,Production Design,Bullets over Broadway,NONE
1995,Production Design,Forrest Gump,NONE
1995,Production Design,Interview with the Vampire,NONE
1995,Production Design,Legends of the Fall,NONE
1995,Production Design,The Madness of King George,NONE
1995,Score,Forrest Gump,NONE
1995,Score,Interview with the Vampire,NONE
1995,Score,The Lion King,NONE
1995,Score,Little Women,NONE
1995,Score,The Shawshank Redemption,NONE
1995,Score,The Lion King,NONE
1995,Score,The Lion King,NONE
1995,Score,The Lion King,NONE
1995,Score,Junior,NONE
1995,Score,The Paper,NONE
1995,Screenplay - Adapted,Forrest Gump,NONE
1995,Screenplay - Adapted,The Madness of King George,NONE
1995,Screenplay - Adapted,Nobody's Fool,NONE
1995,Screenplay - Adapted,Quiz Show,NONE
1995,Screenplay - Adapted,The Shawshank Redemption,NONE
1995,Screenplay - Original,Bullets over Broadway,NONE
1995,Screenplay - Original,Four Weddings and a Funeral,NONE
1995,Screenplay - Original,Heavenly Creatures,NONE
1995,Screenplay - Original,Pulp Fiction,NONE
1995,Screenplay - Original,Red,NONE
1995,Visual Effects,Forrest Gump,NONE
1995,Visual Effects,The Mask,NONE
1995,Visual Effects,True Lies,NONE
1995,Filler Data,Filler Data,NONE
1994,Actor - Leading Role,Daniel Day Lewis,In the Name of the Father
1994,Actor - Leading Role,Laurence Fishburne,What's Love Got to Do with It
1994,Actor - Leading Role,Tom Hanks,Philadelphia
1994,Actor - Leading Role,Anthony Hopkins,The Remains of the Day
1994,Actor - Leading Role,Liam Neeson,Schindler's List
1994,Actor - Supporting Role,Leonardo DiCaprio,What's Eating Gilbert Grape
1994,Actor - Supporting Role,Ralph Fiennes,Schindler's List
1994,Actor - Supporting Role,Tommy Lee Jones,The Fugitive
1994,Actor - Supporting Role,John Malkovich,In the Line of Fire
1994,Actor - Supporting Role,Pete Postlethwaite,In the Name of the Father
1994,Actress - Leading Role,Angela Bassett,What's Love Got to Do with It
1994,Actress - Leading Role,Stockard Channing,Six Degrees of Separation
1994,Actress - Leading Role,Holly Hunter,The Piano
1994,Actress - Leading Role,Emma Thompson,The Remains of the Day
1994,Actress - Leading Role,Debra Winger,Shadowlands
1994,Actress - Supporting Role,Holly Hunter,The Firm
1994,Actress - Supporting Role,Anna Paquin,The Piano
1994,Actress - Supporting Role,Rosie Perez,Fearless
1994,Actress - Supporting Role,Winona Ryder,The Age of Innocence
1994,Actress - Supporting Role,Emma Thompson,In the Name of the Father
1994,Best Picture,The Fugitive,NONE
1994,Best Picture,In the Name of the Father,NONE
1994,Best Picture,The Piano,NONE
1994,Best Picture,The Remains of the Day,NONE
1994,Best Picture,Schindler's List,NONE
1994,Cinematography,Farewell My Concubine,NONE
1994,Cinematography,The Fugitive,NONE
1994,Cinematography,The Piano,NONE
1994,Cinematography,Schindler's List,NONE
1994,Cinematography,Searching for Bobby Fischer,NONE
1994,Costume Design,The Age of Innocence,NONE
1994,Costume Design,Orlando,NONE
1994,Costume Design,The Piano,NONE
1994,Costume Design,The Remains of the Day,NONE
1994,Costume Design,Schindler's List,NONE
1994,Director,In the Name of the Father,NONE
1994,Director,The Piano,NONE
1994,Director,The Remains of the Day,NONE
1994,Director,Schindler's List,NONE
1994,Director,Short Cuts,NONE
1994,Documentary,The Broadcast Tapes of Dr Peter,NONE
1994,Documentary,Children of Fate,NONE
1994,Documentary,For Better or for Worse,NONE
1994,Documentary,I Am a Promise The Children of Stanton Elementary School,NONE
1994,Documentary,The War Room,NONE
1994,Documentary,Blood Ties The Life and Work of Sally Mann,NONE
1994,Documentary,Chicks in White Satin,NONE
1994,Documentary,Defending Our Lives,NONE
1994,Film Editing,The Fugitive,NONE
1994,Film Editing,In the Line of Fire,NONE
1994,Film Editing,In the Name of the Father,NONE
1994,Film Editing,The Piano,NONE
1994,Film Editing,Schindler's List,NONE
1994,Foreign Language Film,Belle Epoque,NONE
1994,Foreign Language Film,Farewell My Concubine,NONE
1994,Foreign Language Film,Hedd Wyn,NONE
1994,Foreign Language Film,The Scent of Green Papaya,NONE
1994,Foreign Language Film,The Wedding Banquet,NONE
1994,Makeup and Hairstyling,Mrs Doubtfire,NONE
1994,Makeup and Hairstyling,Philadelphia,NONE
1994,Makeup and Hairstyling,Schindler's List,NONE
1994,Production Design,Addams Family Values,NONE
1994,Production Design,The Age of Innocence,NONE
1994,Production Design,Orlando,NONE
1994,Production Design,The Remains of the Day,NONE
1994,Production Design,Schindler's List,NONE
1994,Score,The Age of Innocence,NONE
1994,Score,The Firm,NONE
1994,Score,The Fugitive,NONE
1994,Score,The Remains of the Day,NONE
1994,Score,Schindler's List,NONE
1994,Score,Poetic Justice,NONE
1994,Score,Beethoven's 2nd,NONE
1994,Score,Philadelphia,NONE
1994,Score,Philadelphia,NONE
1994,Score,Sleepless in Seattle,NONE
1994,Screenplay - Adapted,The Age of Innocence,NONE
1994,Screenplay - Adapted,In the Name of the Father,NONE
1994,Screenplay - Adapted,The Remains of the Day,NONE
1994,Screenplay - Adapted,Schindler's List,NONE
1994,Screenplay - Adapted,Shadowlands,NONE
1994,Screenplay - Original,Dave,NONE
1994,Screenplay - Original,In the Line of Fire,NONE
1994,Screenplay - Original,Philadelphia,NONE
1994,Screenplay - Original,The Piano,NONE
1994,Screenplay - Original,Sleepless in Seattle,NONE
1994,Visual Effects,Cliffhanger,NONE
1994,Visual Effects,Jurassic Park,NONE
1994,Visual Effects,The Nightmare before Christmas,NONE
1994,Filler Data,Filler Data,NONE
1993,Actor - Leading Role,Robert Downey Jr,Chaplin
1993,Actor - Leading Role,Clint Eastwood,Unforgiven
1993,Actor - Leading Role,Al Pacino,Scent of a Woman
1993,Actor - Leading Role,Stephen Rea,The Crying Game
1993,Actor - Leading Role,Denzel Washington,Malcolm X
1993,Actor - Supporting Role,Jaye Davidson,The Crying Game
1993,Actor - Supporting Role,Gene Hackman,Unforgiven
1993,Actor - Supporting Role,Jack Nicholson,A Few Good Men
1993,Actor - Supporting Role,Al Pacino,Glengarry Glen Ross
1993,Actor - Supporting Role,David Paymer,Mr Saturday Night
1993,Actress - Leading Role,Catherine Deneuve,Indochine
1993,Actress - Leading Role,Mary McDonnell,Passion Fish
1993,Actress - Leading Role,Michelle Pfeiffer,Love Field
1993,Actress - Leading Role,Susan Sarandon,Lorenzo's Oil
1993,Actress - Leading Role,Emma Thompson,Howards End
1993,Actress - Supporting Role,Judy Davis,Husbands and Wives
1993,Actress - Supporting Role,Joan Plowright,Enchanted April
1993,Actress - Supporting Role,Vanessa Redgrave,Howards End
1993,Actress - Supporting Role,Miranda Richardson,Damage
1993,Actress - Supporting Role,Marisa Tomei,My Cousin Vinny
1993,Best Picture,The Crying Game,NONE
1993,Best Picture,A Few Good Men,NONE
1993,Best Picture,Howards End,NONE
1993,Best Picture,Scent of a Woman,NONE
1993,Best Picture,Unforgiven,NONE
1993,Cinematography,Hoffa,NONE
1993,Cinematography,Howards End,NONE
1993,Cinematography,The Lover,NONE
1993,Cinematography,A River Runs through It,NONE
1993,Cinematography,Unforgiven,NONE
1993,Costume Design,Bram Stoker's Dracula,NONE
1993,Costume Design,Enchanted April,NONE
1993,Costume Design,Howards End,NONE
1993,Costume Design,Malcolm X,NONE
1993,Costume Design,Toys,NONE
1993,Director,The Crying Game,NONE
1993,Director,Howards End,NONE
1993,Director,The Player,NONE
1993,Director,Scent of a Woman,NONE
1993,Director,Unforgiven,NONE
1993,Documentary,Changing Our Minds The Story of Dr Evelyn Hooker,NONE
1993,Documentary,Fires of Kuwait,NONE
1993,Documentary,Liberators Fighting on Two Fronts in World War II,NONE
1993,Documentary,Score for the Movies Bernard Herrmann,NONE
1993,Documentary,The Panama Deception,NONE
1993,Documentary,At the Edge of Conquest The Journey of Chief Wai Wai,NONE
1993,Documentary,Beyond Imagining Margaret Anderson and the 'Little Review',NONE
1993,Documentary,The Colours of My Father A Portrait of Sam Borenstein,NONE
1993,Documentary,Educating Peter,NONE
1993,Documentary,When Abortion Was Illegal Untold Stories,NONE
1993,Film Editing,Basic Instinct,NONE
1993,Film Editing,The Crying Game,NONE
1993,Film Editing,A Few Good Men,NONE
1993,Film Editing,The Player,NONE
1993,Film Editing,Unforgiven,NONE
1993,Foreign Language Film,Close to Eden,NONE
1993,Foreign Language Film,Daens,NONE
1993,Foreign Language Film,Indochine,NONE
1993,Foreign Language Film,A Place in the World,NONE
1993,Foreign Language Film,Schtonk!,NONE
1993,Makeup and Hairstyling,Batman Returns,NONE
1993,Makeup and Hairstyling,Bram Stoker's Dracula,NONE
1993,Makeup and Hairstyling,Hoffa,NONE
1993,Production Design,Bram Stoker's Dracula,NONE
1993,Production Design,Chaplin,NONE
1993,Production Design,Howards End,NONE
1993,Production Design,Toys,NONE
1993,Production Design,Unforgiven,NONE
1993,Score,Aladdin,NONE
1993,Score,Basic Instinct,NONE
1993,Score,Chaplin,NONE
1993,Score,Howards End,NONE
1993,Score,A River Runs through It,NONE
1993,Score,The Mambo Kings,NONE
1993,Score,Aladdin,NONE
1993,Score,The Bodyguard,NONE
1993,Score,The Bodyguard,NONE
1993,Score,Aladdin,NONE
1993,Screenplay - Adapted,Enchanted April,NONE
1993,Screenplay - Adapted,Howards End,NONE
1993,Screenplay - Adapted,The Player,NONE
1993,Screenplay - Adapted,A River Runs through It,NONE
1993,Screenplay - Adapted,Scent of a Woman,NONE
1993,Screenplay - Original,The Crying Game,NONE
1993,Screenplay - Original,Husbands and Wives,NONE
1993,Screenplay - Original,Lorenzo's Oil,NONE
1993,Screenplay - Original,Passion Fish,NONE
1993,Screenplay - Original,Unforgiven,NONE
1993,Visual Effects,Alien 3,NONE
1993,Visual Effects,Batman Returns,NONE
1993,Visual Effects,Death Becomes Her,NONE
1993,Filler Data,Filler Data,NONE
